"OrthoGroup","# Species","Genes","Alg.-Conn.","L_infantum.fasta","L_major.fasta","L_mexicana.fasta"
"OrthoGroup_1831",3,3,0.97,"LINF_030007100","LmjF.03.0230","LmxM.03.0230"
"OrthoGroup_1832",3,3,0.97,"LINF_040006400","LmjF.04.0123","LmxM.04.0123"
"OrthoGroup_1833",3,3,0.97,"LINF_050005100","LmjF.05.0020","LmxM.05.0020"
"OrthoGroup_1834",3,3,0.97,"LINF_050006600","LmjF.05.0170","LmxM.05.0170"
"OrthoGroup_1835",3,3,0.97,"LINF_050017000","LmjF.05.1170","LmxM.05.1170"
"OrthoGroup_1836",3,3,0.97,"LINF_060005200","LmjF.06.0030","LmxM.06.0030"
"OrthoGroup_1837",3,3,0.97,"LINF_060017100","LmjF.06.1130","LmxM.06.1130"
"OrthoGroup_1838",3,3,0.97,"LINF_060018000","LmjF.06.1200","LmxM.06.1200"
"OrthoGroup_1839",3,3,0.97,"LINF_070009500","LmjF.07.0410","LmxM.07.0410"
"OrthoGroup_1840",3,3,0.97,"LINF_070016900","LmjF.07.1040","LmxM.07.1040"
"OrthoGroup_1841",3,3,0.97,"LINF_070018200","LmjF.07.1140","LmxM.07.1140"
"OrthoGroup_1842",3,3,0.97,"LINF_080016500","LmjF.08.1160","LmxM.08.1160"
"OrthoGroup_1843",3,3,0.97,"LINF_090008100","LmjF.09.0250","LmxM.09.0250"
"OrthoGroup_1844",3,3,0.97,"LINF_090013900","LmjF.09.0770","LmxM.09.0770"
"OrthoGroup_1845",3,3,0.97,"LINF_110006100","LmjF.11.0120","LmxM.11.0120"
"OrthoGroup_1846",3,3,0.97,"LINF_120007700","LmjF.12.0260","LmxM.12.0260"
"OrthoGroup_1847",3,3,0.97,"LINF_120009100","LmjF.12.0400","LmxM.12.0400"
"OrthoGroup_1848",3,3,0.97,"LINF_120016600","LmjF.12.1240","LmxM.12.1240"
"OrthoGroup_1849",3,3,0.97,"LINF_130011800","LmjF.13.0690","LmxM.13.0690"
"OrthoGroup_1850",3,3,0.97,"LINF_150017200","LmjF.15.0910","LmxM.15.0910"
"OrthoGroup_1851",3,3,0.97,"LINF_150021700","LmjF.15.1360","LmxM.15.1360"
"OrthoGroup_1852",3,3,0.97,"LINF_160005000","LmjF.16.0005","LmxM.16.0005"
"OrthoGroup_1853",3,3,0.97,"LINF_160009000","LmjF.16.0390","LmxM.16.0390"
"OrthoGroup_1854",3,3,0.97,"LINF_160014400","LmjF.16.0890","LmxM.16.0890"
"OrthoGroup_1855",3,3,0.97,"LINF_160016700","LmjF.16.1110","LmxM.16.1110"
"OrthoGroup_1856",3,3,0.97,"LINF_160018000","LmjF.16.1220","LmxM.16.1220"
"OrthoGroup_1857",3,3,0.97,"LINF_170017700","LmjF.17.1050","LmxM.17.1050"
"OrthoGroup_1858",3,3,0.97,"LINF_180006100","LmjF.18.0110","LmxM.18.0110"
"OrthoGroup_1859",3,3,0.97,"LINF_180010100","LmjF.18.0510","LmxM.18.0510"
"OrthoGroup_1860",3,3,0.97,"LINF_180021500","LmjF.18.1590","LmxM.18.1590"
"OrthoGroup_1861",3,3,0.97,"LINF_190018600","LmjF.19.1315","LmxM.19.1315"
"OrthoGroup_1862",3,3,0.97,"LINF_190019800","LmjF.19.1350","LmxM.19.1350"
"OrthoGroup_1863",3,3,0.97,"LINF_200009800","LmjF.20.0440","LmxM.20.0440"
"OrthoGroup_1864",3,3,0.97,"LINF_210012100","LmjF.21.0650","LmxM.21.0650"
"OrthoGroup_1865",3,3,0.97,"LINF_210015400","LmjF.21.0865","LmxM.21.0865"
"OrthoGroup_1866",3,3,0.97,"LINF_210019400","LmjF.21.1140","LmxM.21.1140"
"OrthoGroup_1867",3,3,0.97,"LINF_210021100","LmjF.21.1295","LmxM.21.1295"
"OrthoGroup_1868",3,3,0.97,"LINF_220007100","LmjF.22.0220","LmxM.22.0220"
"OrthoGroup_1869",3,3,0.97,"LINF_220011700","LmjF.22.0630","LmxM.22.0630"
"OrthoGroup_1870",3,3,0.97,"LINF_220020900","LmjF.22.1480","LmxM.22.1480"
"OrthoGroup_1871",3,3,0.97,"LINF_220021100","LmjF.22.1490","LmxM.22.1490"
"OrthoGroup_1872",3,3,0.97,"LINF_230006800","LmjF.23.0170","LmxM.23.0170"
"OrthoGroup_1873",3,3,0.97,"LINF_230006900","LmjF.23.0180","LmxM.23.0180"
"OrthoGroup_1874",3,3,0.97,"LINF_230023500","LmjF.23.1420","LmxM.23.1420"
"OrthoGroup_1875",3,3,0.97,"LINF_240009100","LmjF.24.0430","LmxM.24.0430"
"OrthoGroup_1876",3,3,0.97,"LINF_240013300","LmjF.24.0820","LmxM.24.0820"
"OrthoGroup_1877",3,3,0.97,"LINF_240014900","LmjF.24.0970","LmxM.24.0970"
"OrthoGroup_1878",3,3,0.97,"LINF_240021100","LmjF.24.1560","LmxM.24.1560"
"OrthoGroup_1879",3,3,0.97,"LINF_240024800","LmjF.24.1870","LmxM.24.1870"
"OrthoGroup_1880",3,3,0.97,"LINF_250016800","LmjF.25.1070","LmxM.25.1070"
"OrthoGroup_1881",3,3,0.97,"LINF_250023200","LmjF.25.1660","LmxM.25.1660"
"OrthoGroup_1882",3,3,0.97,"LINF_250030200","LmjF.25.2300","LmxM.25.2300"
"OrthoGroup_1883",3,3,0.97,"LINF_250030400","LmjF.25.2320","LmxM.25.2320"
"OrthoGroup_1884",3,3,0.97,"LINF_260013100","LmjF.26.0820","LmxM.26.0810"
"OrthoGroup_1885",3,3,0.97,"LINF_260023400","LmjF.26.1810","LmxM.26.1810"
"OrthoGroup_1886",3,3,0.97,"LINF_260028000","LmjF.26.2260","LmxM.26.2260"
"OrthoGroup_1887",3,3,0.97,"LINF_270007000","LmjF.27.0210","LmxM.27.0210"
"OrthoGroup_1888",3,3,0.97,"LINF_270013000","LmjF.27.0690","LmxM.27.0690"
"OrthoGroup_1889",3,3,0.97,"LINF_280008000","LmjF.28.0440","LmxM.28.0440"
"OrthoGroup_1890",3,3,0.97,"LINF_280014000","LmjF.28.0840","LmxM.28.0840"
"OrthoGroup_1891",3,3,0.97,"LINF_280014700","LmjF.28.0910","LmxM.28.0910"
"OrthoGroup_1892",3,3,0.97,"LINF_280020000","LmjF.28.1410","LmxM.28.1410"
"OrthoGroup_1893",3,3,0.97,"LINF_290005000","LmjF.29.0010","LmxM.08_29.0010"
"OrthoGroup_1894",3,3,0.97,"LINF_290010300","LmjF.29.0530","LmxM.08_29.0530"
"OrthoGroup_1895",3,3,0.97,"LINF_290013000","LmjF.29.0790","LmxM.08_29.0790"
"OrthoGroup_1896",3,3,0.97,"LINF_290032500","LmjF.29.2480","LmxM.08_29.2480"
"OrthoGroup_1897",3,3,0.97,"LINF_300017600","LmjF.30.1200","LmxM.29.1200"
"OrthoGroup_1898",3,3,0.97,"LINF_300023500","LmjF.30.1870","LmxM.29.1870"
"OrthoGroup_1899",3,3,0.97,"LINF_300031500","LmjF.30.2640","LmxM.29.2640"
"OrthoGroup_1900",3,3,0.97,"LINF_310013600","LmjF.31.0790","LmxM.30.0790"
"OrthoGroup_1901",3,3,0.97,"LINF_310018700","LmjF.31.1220","LmxM.30.1220"
"OrthoGroup_1902",3,3,0.97,"LINF_310038700","LmjF.31.2990","LmxM.30.2990"
"OrthoGroup_1903",3,3,0.97,"LINF_320006500","LmjF.32.0150","LmxM.31.0150"
"OrthoGroup_1904",3,3,0.97,"LINF_320010300","LmjF.32.0500","LmxM.31.0500"
"OrthoGroup_1905",3,3,0.97,"LINF_320018200","LmjF.32.1250","LmxM.31.1250"
"OrthoGroup_1906",3,3,0.97,"LINF_320018400","LmjF.32.1270","LmxM.31.1270"
"OrthoGroup_1907",3,3,0.97,"LINF_320022200","LmjF.32.1650","LmxM.31.1650"
"OrthoGroup_1908",3,3,0.97,"LINF_330013600","LmjF.33.0670","LmxM.32.0670"
"OrthoGroup_1909",3,3,0.97,"LINF_330028800","LmjF.33.2000","LmxM.32.2000"
"OrthoGroup_1910",3,3,0.97,"LINF_340008200","LmjF.34.0310","LmxM.33.0310"
"OrthoGroup_1911",3,3,0.97,"LINF_340009200","LmjF.34.0410","LmxM.33.0410"
"OrthoGroup_1912",3,3,0.97,"LINF_340021500","LmjF.34.1430","LmxM.33.1430"
"OrthoGroup_1913",3,3,0.97,"LINF_340040100","LmjF.34.3310","LmxM.33.3310"
"OrthoGroup_1914",3,3,0.97,"LINF_340049300","LmjF.34.4150","LmxM.33.4150"
"OrthoGroup_1915",3,3,0.97,"LINF_350008900","LmjF.35.0380","LmxM.34.0380"
"OrthoGroup_1916",3,3,0.97,"LINF_350009600","LmjF.35.0450","LmxM.34.0450"
"OrthoGroup_1917",3,3,0.97,"LINF_350017600","LmjF.35.1270","LmxM.34.1270"
"OrthoGroup_1918",3,3,0.97,"LINF_350047700","LmjF.35.4190","LmxM.34.4190"
"OrthoGroup_1919",3,3,0.97,"LINF_360012300","LmjF.36.0670","LmxM.36.0670"
"OrthoGroup_1920",3,3,0.97,"LINF_360016000","LmjF.36.1020","LmxM.36.1020"
"OrthoGroup_1921",3,3,0.97,"LINF_360036500","LmjF.36.2850","LmxM.36.2850"
"OrthoGroup_1922",3,3,0.97,"LINF_360047600","LmjF.36.3870","LmxM.36.3870"
"OrthoGroup_1923",3,3,0.97,"LINF_360057500","LmjF.36.4800","LmxM.36.4800"
"OrthoGroup_1924",3,3,0.97,"LINF_360064400","LmjF.36.5470","LmxM.36.5470"
"OrthoGroup_1925",3,3,0.97,"LINF_360073600","LmjF.36.6300","LmxM.36.6300"
"OrthoGroup_1926",3,3,0.97,"LINF_360078000","LmjF.36.6630","LmxM.36.6630"
"OrthoGroup_1927",3,3,0.969,"LINF_020010900","LmjF.02.0560","LmxM.02.0560"
"OrthoGroup_1928",3,3,0.969,"LINF_040008400","LmjF.04.0330","LmxM.04.0330"
"OrthoGroup_1929",3,3,0.969,"LINF_050012500","LmjF.05.0730","LmxM.05.0730"
"OrthoGroup_1930",3,3,0.969,"LINF_060011700","LmjF.06.0610","LmxM.06.0610"
"OrthoGroup_1931",3,3,0.969,"LINF_060015000","LmjF.06.0930","LmxM.06.0930"
"OrthoGroup_1932",3,3,0.969,"LINF_070009300","LmjF.07.0390","LmxM.07.0390"
"OrthoGroup_1933",3,3,0.969,"LINF_070011200","LmjF.07.0570","LmxM.07.0570"
"OrthoGroup_1934",3,3,0.969,"LINF_080009700","LmjF.08.0460","LmxM.08.0460"
"OrthoGroup_1935",3,3,0.969,"LINF_090008700","LmjF.09.0310","LmxM.09.0310"
"OrthoGroup_1936",3,3,0.969,"LINF_090008900","LmjF.09.0330","LmxM.09.0330"
"OrthoGroup_1937",3,3,0.969,"LINF_090009000","LmjF.09.0340","LmxM.09.0340"
"OrthoGroup_1938",3,3,0.969,"LINF_090009100","LmjF.09.0345","LmxM.09.0345"
"OrthoGroup_1939",3,3,0.969,"LINF_090009200","LmjF.09.0350","LmxM.09.0350"
"OrthoGroup_1940",3,3,0.969,"LINF_090010600","LmjF.09.0470","LmxM.09.0470"
"OrthoGroup_1941",3,3,0.969,"LINF_090013600","LmjF.09.0740","LmxM.09.0740"
"OrthoGroup_1942",3,3,0.969,"LINF_090015100","LmjF.09.0890","LmxM.09.0890"
"OrthoGroup_1943",3,3,0.969,"LINF_100005300","LmjF.10.0040","LmxM.10.0040"
"OrthoGroup_1944",3,3,0.969,"LINF_100007900","LmjF.10.0250","LmxM.10.0250"
"OrthoGroup_1945",3,3,0.969,"LINF_110008500","LmjF.11.0360","LmxM.11.0360"
"OrthoGroup_1946",3,3,0.969,"LINF_110010800","LmjF.11.0510","LmxM.11.0510"
"OrthoGroup_1947",3,3,0.969,"LINF_110011100","LmjF.11.0540","LmxM.11.0540"
"OrthoGroup_1948",3,3,0.969,"LINF_110014100","LmjF.11.0850","LmxM.11.0850"
"OrthoGroup_1949",3,3,0.969,"LINF_130018100","LmjF.13.1290","LmxM.13.1290"
"OrthoGroup_1950",3,3,0.969,"LINF_130021000","LmjF.13.1550","LmxM.13.1550"
"OrthoGroup_1951",3,3,0.969,"LINF_140007300","LmjF.14.0230","LmxM.14.0230"
"OrthoGroup_1952",3,3,0.969,"LINF_140007500","LmjF.14.0250","LmxM.14.0250"
"OrthoGroup_1953",3,3,0.969,"LINF_140018600","LmjF.14.1220","LmxM.14.1220"
"OrthoGroup_1954",3,3,0.969,"LINF_160010200","LmjF.16.0510","LmxM.16.0510"
"OrthoGroup_1955",3,3,0.969,"LINF_160013700","LmjF.16.0820","LmxM.16.0820"
"OrthoGroup_1956",3,3,0.969,"LINF_160013900","LmjF.16.0840","LmxM.16.0840"
"OrthoGroup_1957",3,3,0.969,"LINF_160017300","LmjF.16.1150","LmxM.16.1150"
"OrthoGroup_1958",3,3,0.969,"LINF_160017700","LmjF.16.1190","LmxM.16.1190"
"OrthoGroup_1959",3,3,0.969,"LINF_180007000","LmjF.18.0200","LmxM.18.0200"
"OrthoGroup_1960",3,3,0.969,"LINF_180008800","LmjF.18.0380","LmxM.18.0380"
"OrthoGroup_1961",3,3,0.969,"LINF_180009800","LmjF.18.0480","LmxM.18.0480"
"OrthoGroup_1962",3,3,0.969,"LINF_190007300","LmjF.19.0250","LmxM.19.0250"
"OrthoGroup_1963",3,3,0.969,"LINF_200006600","LmjF.20.0160","LmxM.20.0160"
"OrthoGroup_1964",3,3,0.969,"LINF_200015000","LmjF.20.1000","LmxM.20.1000"
"OrthoGroup_1965",3,3,0.969,"LINF_210013600","LmjF.21.0780","LmxM.21.0780"
"OrthoGroup_1966",3,3,0.969,"LINF_220013400","LmjF.22.0750","LmxM.22.0750"
"OrthoGroup_1967",3,3,0.969,"LINF_230009900","LmjF.23.0470","LmxM.23.0470"
"OrthoGroup_1968",3,3,0.969,"LINF_230020300","LmjF.23.1155","LmxM.23.1155"
"OrthoGroup_1969",3,3,0.969,"LINF_240005000","LmjF.24.0020","LmxM.24.0020"
"OrthoGroup_1970",3,3,0.969,"LINF_240008000","LmjF.24.0330","LmxM.24.0330"
"OrthoGroup_1971",3,3,0.969,"LINF_240008600","LmjF.24.0380","LmxM.24.0380"
"OrthoGroup_1972",3,3,0.969,"LINF_250005000","LmjF.25.0010","LmxM.25.0010"
"OrthoGroup_1973",3,3,0.969,"LINF_250013400","LmjF.25.0760","LmxM.25.0760"
"OrthoGroup_1974",3,3,0.969,"LINF_250017700","LmjF.25.1150","LmxM.25.1150"
"OrthoGroup_1975",3,3,0.969,"LINF_250020900","LmjF.25.1445","LmxM.25.1445"
"OrthoGroup_1976",3,3,0.969,"LINF_260019200","LmjF.26.1420","LmxM.26.1420"
"OrthoGroup_1977",3,3,0.969,"LINF_270008100","LmjF.27.0300","LmxM.27.0300"
"OrthoGroup_1978",3,3,0.969,"LINF_270014200","LmjF.27.0800","LmxM.27.0800"
"OrthoGroup_1979",3,3,0.969,"LINF_270017100","LmjF.27.1070","LmxM.27.1070"
"OrthoGroup_1980",3,3,0.969,"LINF_270025400","LmjF.27.1850","LmxM.27.1850"
"OrthoGroup_1981",3,3,0.969,"LINF_270031700","LmjF.27.2350","LmxM.27.2350"
"OrthoGroup_1982",3,3,0.969,"LINF_280011900","LmjF.28.0680","LmxM.28.0680"
"OrthoGroup_1983",3,3,0.969,"LINF_280015300","LmjF.28.0970","LmxM.28.0970"
"OrthoGroup_1984",3,3,0.969,"LINF_280018600","LmjF.28.1280","LmxM.28.1280"
"OrthoGroup_1985",3,3,0.969,"LINF_280018900","LmjF.28.1310","LmxM.28.1310"
"OrthoGroup_1986",3,3,0.969,"LINF_290027100","LmjF.29.1950","LmxM.08_29.1950"
"OrthoGroup_1987",3,3,0.969,"LINF_290028800","LmjF.29.2110","LmxM.08_29.2110"
"OrthoGroup_1988",3,3,0.969,"LINF_290029100","LmjF.29.2140","LmxM.08_29.2140"
"OrthoGroup_1989",3,3,0.969,"LINF_300010300","LmjF.30.0520","LmxM.29.0520"
"OrthoGroup_1990",3,3,0.969,"LINF_300010500","LmjF.30.0540","LmxM.29.0540"
"OrthoGroup_1991",3,3,0.969,"LINF_300018300","LmjF.30.1260","LmxM.29.1260"
"OrthoGroup_1992",3,3,0.969,"LINF_300039300","LmjF.30.3360","LmxM.29.3360"
"OrthoGroup_1993",3,3,0.969,"LINF_310010600","LmjF.31.0520","LmxM.30.0520"
"OrthoGroup_1994",3,3,0.969,"LINF_310019400","LmjF.31.1270","LmxM.30.1270"
"OrthoGroup_1995",3,3,0.969,"LINF_310022300","LmjF.31.1500","LmxM.30.1500"
"OrthoGroup_1996",3,3,0.969,"LINF_310022400","LmjF.31.1510","LmxM.30.1510"
"OrthoGroup_1997",3,3,0.969,"LINF_310022500","LmjF.31.1520","LmxM.30.1520"
"OrthoGroup_1998",3,3,0.969,"LINF_310038100","LmjF.31.2930","LmxM.30.2930"
"OrthoGroup_1999",3,3,0.969,"LINF_310038500","LmjF.31.2970","LmxM.30.2970"
"OrthoGroup_2000",3,3,0.969,"LINF_310040600","LmjF.31.3150","LmxM.30.3150"
"OrthoGroup_2001",3,3,0.969,"LINF_320037100","LmjF.32.2990.2","LmxM.31.2990"
"OrthoGroup_2002",3,3,0.969,"LINF_340021000","LmjF.34.1390","LmxM.33.1390"
"OrthoGroup_2003",3,3,0.969,"LINF_340022100","LmjF.34.1490","LmxM.33.1490"
"OrthoGroup_2004",3,3,0.969,"LINF_340025900","LmjF.34.2080","LmxM.33.2080"
"OrthoGroup_2005",3,3,0.969,"LINF_340033800","LmjF.34.2770","LmxM.33.2770"
"OrthoGroup_2006",3,3,0.969,"LINF_340050300","LmjF.34.4250","LmxM.33.4250"
"OrthoGroup_2007",3,3,0.969,"LINF_350033100","LmjF.35.2780","LmxM.34.2780"
"OrthoGroup_2008",3,3,0.969,"LINF_350035300","LmjF.35.3000","LmxM.34.3000"
"OrthoGroup_2009",3,3,0.969,"LINF_350056300","LmjF.35.5080","LmxM.34.5080"
"OrthoGroup_2010",3,3,0.969,"LINF_360010400","LmjF.36.0510","LmxM.36.0510"
"OrthoGroup_2011",3,3,0.969,"LINF_360016300","LmjF.36.1050","LmxM.36.1050"
"OrthoGroup_2012",3,3,0.969,"LINF_360019700","LmjF.36.1360","LmxM.36.1360"
"OrthoGroup_2013",3,3,0.969,"LINF_360020600","LmjF.36.1440","LmxM.36.1440"
"OrthoGroup_2014",3,3,0.969,"LINF_360024700","LmjF.36.1830","LmxM.36.1830"
"OrthoGroup_2015",3,3,0.969,"LINF_360028800","LmjF.36.2170","LmxM.36.2170"
"OrthoGroup_2016",3,3,0.969,"LINF_360036000","LmjF.36.2810","LmxM.36.2810"
"OrthoGroup_2017",3,3,0.969,"LINF_360036900","LmjF.36.2890","LmxM.36.2890"
"OrthoGroup_2018",3,3,0.969,"LINF_360044800","LmjF.36.3620","LmxM.36.3620"
"OrthoGroup_2019",3,3,0.969,"LINF_360049900","LmjF.36.4080","LmxM.36.4080"
"OrthoGroup_2020",3,3,0.969,"LINF_360051400","LmjF.36.4220","LmxM.36.4220"
"OrthoGroup_2021",3,3,0.969,"LINF_360058400","LmjF.36.4895","LmxM.36.4895"
"OrthoGroup_2022",3,3,0.969,"LINF_360062500","LmjF.36.5300","LmxM.36.5300"
"OrthoGroup_2023",3,3,0.969,"LINF_360068600","LmjF.36.5870","LmxM.36.5870"
"OrthoGroup_2024",3,3,0.969,"LINF_360070700","LmjF.36.6080","LmxM.36.6080"
"OrthoGroup_2025",3,3,0.968,"LINF_010007300","LmjF.01.0240","LmxM.01.0240"
"OrthoGroup_2026",3,3,0.968,"LINF_010009800","LmjF.01.0470","LmxM.01.0470"
"OrthoGroup_2027",3,3,0.968,"LINF_020010800","LmjF.02.0550","LmxM.02.0550"
"OrthoGroup_2028",3,3,0.968,"LINF_030011200","LmjF.03.0630","LmxM.03.0630"
"OrthoGroup_2029",3,3,0.968,"LINF_040013100","LmjF.04.0810","LmxM.04.0810"
"OrthoGroup_2030",3,3,0.968,"LINF_060008900","LmjF.06.0360","LmxM.06.0360"
"OrthoGroup_2031",3,3,0.968,"LINF_070009400","LmjF.07.0400","LmxM.07.0400"
"OrthoGroup_2032",3,3,0.968,"LINF_070014900","LmjF.07.0870","LmxM.07.0870"
"OrthoGroup_2033",3,3,0.968,"LINF_090013500","LmjF.09.0730","LmxM.09.0730"
"OrthoGroup_2034",3,3,0.968,"LINF_090022400","LmjF.09.1480","LmxM.09.1480"
"OrthoGroup_2035",3,3,0.968,"LINF_100009500","LmjF.10.0400","LmxM.10.0400"
"OrthoGroup_2036",3,3,0.968,"LINF_100015500","LmjF.10.0880","LmxM.10.0880"
"OrthoGroup_2037",3,3,0.968,"LINF_110014300","LmjF.11.0870","LmxM.11.0870"
"OrthoGroup_2038",3,3,0.968,"LINF_120010800","LmjF.12.0550","LmxM.12.0550"
"OrthoGroup_2039",3,3,0.968,"LINF_130005300","LmjF.13.0040","LmxM.13.0040"
"OrthoGroup_2040",3,3,0.968,"LINF_130007600","LmjF.13.0270","LmxM.13.0270"
"OrthoGroup_2041",3,3,0.968,"LINF_130012300","LmjF.13.0740","LmxM.13.0740"
"OrthoGroup_2042",3,3,0.968,"LINF_130014300","LmjF.13.0940","LmxM.13.0940"
"OrthoGroup_2043",3,3,0.968,"LINF_130015700","LmjF.13.1070","LmxM.13.1070"
"OrthoGroup_2044",3,3,0.968,"LINF_140006800","LmjF.14.0190","LmxM.14.0190"
"OrthoGroup_2045",3,3,0.968,"LINF_140011700","LmjF.14.0620","LmxM.14.0620"
"OrthoGroup_2046",3,3,0.968,"LINF_160007900","LmjF.16.0280","LmxM.16.0280"
"OrthoGroup_2047",3,3,0.968,"LINF_160018400","LmjF.16.1260","LmxM.16.1260"
"OrthoGroup_2048",3,3,0.968,"LINF_160020100","LmjF.16.1420","LmxM.16.1420"
"OrthoGroup_2049",3,3,0.968,"LINF_170018900","LmjF.17.1160","LmxM.17.1160"
"OrthoGroup_2050",3,3,0.968,"LINF_180006800","LmjF.18.0180","LmxM.18.0180"
"OrthoGroup_2051",3,3,0.968,"LINF_180017400","LmjF.18.1190","LmxM.18.1190"
"OrthoGroup_2052",3,3,0.968,"LINF_190008500","LmjF.19.0360","LmxM.19.0360"
"OrthoGroup_2053",3,3,0.968,"LINF_190019700","LmjF.19.1347","LmxM.19.1347"
"OrthoGroup_2054",3,3,0.968,"LINF_190020000","LmjF.19.1365","LmxM.19.1365"
"OrthoGroup_2055",3,3,0.968,"LINF_200008500","LmjF.20.0340","LmxM.20.0340"
"OrthoGroup_2056",3,3,0.968,"LINF_200011600","LmjF.20.0630","LmxM.20.0630"
"OrthoGroup_2057",3,3,0.968,"LINF_200013600","LmjF.20.0870","LmxM.20.0870"
"OrthoGroup_2058",3,3,0.968,"LINF_200016100","LmjF.20.1100","LmxM.20.1100"
"OrthoGroup_2059",3,3,0.968,"LINF_210007200","LmjF.21.0180","LmxM.21.0180"
"OrthoGroup_2060",3,3,0.968,"LINF_210022000","LmjF.21.1370","LmxM.21.1370"
"OrthoGroup_2061",3,3,0.968,"LINF_210025200","LmjF.21.1569","LmxM.21.1569"
"OrthoGroup_2062",3,3,0.968,"LINF_220006400","LmjF.22.0140","LmxM.22.0140"
"OrthoGroup_2063",3,3,0.968,"LINF_220009900","LmjF.22.0440","LmxM.22.0440"
"OrthoGroup_2064",3,3,0.968,"LINF_230014900","LmjF.23.0720","LmxM.23.0720"
"OrthoGroup_2065",3,3,0.968,"LINF_230018100","LmjF.23.0980","LmxM.23.0980"
"OrthoGroup_2066",3,3,0.968,"LINF_230023900","LmjF.23.1690","LmxM.23.1690"
"OrthoGroup_2067",3,3,0.968,"LINF_240011600","LmjF.24.0660","LmxM.24.0660"
"OrthoGroup_2068",3,3,0.968,"LINF_240013100","LmjF.24.0800","LmxM.24.0800"
"OrthoGroup_2069",3,3,0.968,"LINF_240017200","LmjF.24.1200","LmxM.24.1200"
"OrthoGroup_2070",3,3,0.968,"LINF_250021300","LmjF.25.1480","LmxM.25.1480"
"OrthoGroup_2071",3,3,0.968,"LINF_260017000","LmjF.26.1200","LmxM.26.1200"
"OrthoGroup_2072",3,3,0.968,"LINF_260018900","LmjF.26.1390","LmxM.26.1390"
"OrthoGroup_2073",3,3,0.968,"LINF_260022500","LmjF.26.1740","LmxM.26.1740"
"OrthoGroup_2074",3,3,0.968,"LINF_260023500","LmjF.26.1820","LmxM.26.1820"
"OrthoGroup_2075",3,3,0.968,"LINF_270014900","LmjF.27.0870","LmxM.27.0870"
"OrthoGroup_2076",3,3,0.968,"LINF_270015800","LmjF.27.0950","LmxM.27.0950"
"OrthoGroup_2077",3,3,0.968,"LINF_270016300","LmjF.27.1000","LmxM.27.1000"
"OrthoGroup_2078",3,3,0.968,"LINF_270016600","LmjF.27.1030","LmxM.27.1030"
"OrthoGroup_2079",3,3,0.968,"LINF_280018100","LmjF.28.1230","LmxM.28.1230"
"OrthoGroup_2080",3,3,0.968,"LINF_280020300","LmjF.28.1440","LmxM.28.1440"
"OrthoGroup_2081",3,3,0.968,"LINF_280029400","LmjF.28.2260","LmxM.28.2260"
"OrthoGroup_2082",3,3,0.968,"LINF_280032500","LmjF.28.2530","LmxM.28.2530"
"OrthoGroup_2083",3,3,0.968,"LINF_280036300","LmjF.28.2810","LmxM.28.2810"
"OrthoGroup_2084",3,3,0.968,"LINF_290011400","LmjF.29.0640","LmxM.08_29.0640"
"OrthoGroup_2085",3,3,0.968,"LINF_290013800","LmjF.29.0860","LmxM.08_29.0860"
"OrthoGroup_2086",3,3,0.968,"LINF_290019100","LmjF.29.1320","LmxM.08_29.1320"
"OrthoGroup_2087",3,3,0.968,"LINF_290027800","LmjF.29.2010","LmxM.08_29.2010"
"OrthoGroup_2088",3,3,0.968,"LINF_290034200","LmjF.29.2640","LmxM.08_29.2640"
"OrthoGroup_2089",3,3,0.968,"LINF_300013600","LmjF.30.0808","LmxM.29.0808"
"OrthoGroup_2090",3,3,0.968,"LINF_300015100","LmjF.30.0950","LmxM.29.0950"
"OrthoGroup_2091",3,3,0.968,"LINF_300030900","LmjF.30.2580","LmxM.29.2580"
"OrthoGroup_2092",3,3,0.968,"LINF_300032300","LmjF.30.2710","LmxM.29.2710"
"OrthoGroup_2093",3,3,0.968,"LINF_300037000","LmjF.30.3140","LmxM.29.3140"
"OrthoGroup_2094",3,3,0.968,"LINF_300040100","LmjF.30.3440","LmxM.29.3440"
"OrthoGroup_2095",3,3,0.968,"LINF_310010400","LmjF.31.0500","LmxM.30.0500"
"OrthoGroup_2096",3,3,0.968,"LINF_310013400","LmjF.31.0760","LmxM.30.0760"
"OrthoGroup_2097",3,3,0.968,"LINF_310017900","LmjF.31.1150","LmxM.30.1150"
"OrthoGroup_2098",3,3,0.968,"LINF_310024800","LmjF.31.1740","LmxM.30.1740"
"OrthoGroup_2099",3,3,0.968,"LINF_310032000","LmjF.31.2370","LmxM.30.2370"
"OrthoGroup_2100",3,3,0.968,"LINF_320019200","LmjF.32.1350","LmxM.31.1350"
"OrthoGroup_2101",3,3,0.968,"LINF_320024400","LmjF.32.1860","LmxM.31.1860"
"OrthoGroup_2102",3,3,0.968,"LINF_320032000","LmjF.32.2510","LmxM.31.2510"
"OrthoGroup_2103",3,3,0.968,"LINF_320038700","LmjF.32.3110","LmxM.31.3110"
"OrthoGroup_2104",3,3,0.968,"LINF_330010800","LmjF.33.0430","LmxM.32.0430"
"OrthoGroup_2105",3,3,0.968,"LINF_330029700","LmjF.33.2080","LmxM.32.2080"
"OrthoGroup_2106",3,3,0.968,"LINF_340020300","LmjF.34.1320","LmxM.33.1320"
"OrthoGroup_2107",3,3,0.968,"LINF_340027000","LmjF.34.2180","LmxM.33.2180"
"OrthoGroup_2108",3,3,0.968,"LINF_340030500","LmjF.34.2480","LmxM.33.2480"
